11,10
7,0
7,7
12,8
8,9
3,6
4,1
8,9
14,13
22,20
15,21
3,3
12,5
14,18
19,20
30,22
49,25
40,23
26,29
13,9
12,5
8,5
3,0
36,14
26,20
14,21
44,28
34,25
13,16
46,21
7,7
15,7
15,11
47,26
34,28
41,19
36,29
37,24
31,25
41,22
35,27
42,16
28,27
34,16
40,20
27,14
40,20
29,27
37,23
12,9
19,7
40,20
2,9
41,26
34,25
31,19
38,20
32,31
5,13
37,21
25,26
12,10
37,20
34,18
14,8
35,23
36,24
14,6
26,22
31,30
7,6
26,23
35,18
8,10
34,24
27,15
7,6
39,20
37,21
38,24
14,12
10,7
46,33
29,21
39,16
37,25
30,24
41,24
24,28
42,18
10,9
26,19
11,10
14,9
12,14
31,21
29,25
4,5
16,11
13,21
26,15
34,29
7,6
4,4
2,4
11,21
19,20
0,4
9,10
9,7
5,9
31,35
22,16
7,8
9,10
13,12
6,2
16,10
30,19
37,32
7,12
7,12
5,4
4,4
6,6
3,5
4,0
36,22
21,22
19,15
29,24
39,20
30,17
32,26
38,16
39,16
37,28
36,24
32,24
28,29
27,23
23,25
31,24
9,12
10,7
7,13
10,3
3,7
11,5
4,3
3,4
11,11
22,10
12,6
5,5
1,4
12,5
8,5
2,7
9,11
5,6
13,13
6,3
9,9
9,11
7,11
33,28
34,18
38,33
29,32
6,9
32,25
34,15
37,24
30,19
38,13
25,28
35,26
44,25
40,16
32,15
42,20
25,19
30,30
32,28
36,20
31,28
33,24
32,22
54,31
48,24
24,31
36,21
35,27
4,2
43,28
6,10
7,16
4,2
18,26
1,4
10,23
9,7
1,4
11,17
1,5
2,12
30,45
12,15
16,14
15,14
0,1
0,1
0,0
0,0
0,1
0,0
0,2
0,1
0,0
0,2
0,2
0,0
0,0
0,0
0,0
1,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,3
0,0
0,1
0,0
0,0
2,0
0,0
1,0
0,1
0,0
0,0
0,0
0,2
0,0
0,0
1,8
0,0
0,2
0,0
0,0
0,0
20,34
25,43
18,23
8,9
0,3
6,19
8,14
18,22
7,14
26,31
3,5
0,0
0,0
0,1
0,1
0,0
0,1
0,1
0,0
0,1
1,1
0,1
0,0
26,18
11,15
17,29
0,1
1,2
0,0
0,2
2,6
2,5
6,1
9,4
3,3
7,7
3,2
5,8
10,12
6,6
7,1
4,6
3,2
7,11
8,7
4,7
4,9
7,2
9,8
5,4
8,4
3,6
10,6
6,13
5,9
4,2
2,6
3,7
5,5
2,10
3,3
4,2
3,4
11,8
7,6
3,1
2,1
4,5
2,3
4,6
7,6
10,9
9,9
11,9
6,6
2,4
3,3
2,5
0,2
0,1
5,8
3,6
0,5
1,3
2,8
0,1
1,0
1,1
0,2
0,0
0,0
0,1
0,0
0,0
4,8
3,2
1,5
3,9
0,2
6,5
1,2
2,0
10,27
6,7
2,6
0,6
0,12
3,3
6,5
2,3
1,4
0,4
1,1
1,3
0,1
1,0
0,1
0,0
0,2
0,0
0,0
0,0
1,2
0,0
5,9
5,4
2,5
4,2
0,9
3,10
1,5
1,6
1,3
0,5
10,11
14,18
17,23
20,19
3,9
1,0
12,25
11,13
23,31
6,24
22,19
7,21
42,73
6,31
16,22
4,4
4,16
2,6
2,4
1,3
0,0
0,0
0,2
0,0
0,0
1,1
0,1
0,1
0,0
0,1
0,0
0,1
16,11
13,20
3,14
6,14
2,16
2,9
21,28
14,14
7,9
1,0
1,1
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,4
0,2
1,3
1,0
0,2
0,0
0,1
0,0
0,2
0,0
0,1
0,1
1,1
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
3,2
1,4
1,3
1,3
0,4
0,1
1,5
0,2
0,2
3,2
15,8
16,20
7,20
10,9
5,4
6,6
19,21
9,10
9,9
6,15
16,24
5,11
5,4
4,4
11,12
8,6
4,8
11,15
13,21
10,12
23,11
23,13
11,28
9,12
9,6
9,14
25,28
17,35
22,22
7,16
10,12
24,20
15,14
15,17
30,21
9,22
8,10
12,9
8,13
14,12
15,11
9,27
7,11
9,16
13,15
20,21
4,6
15,15
28,38
6,10
15,37
14,22
20,20
7,25
9,9
23,17
11,19
12,11
9,9
15,10
13,22
10,15
9,14
32,30
35,18
11,6
5,7
15,8
2,3
24,16
10,6
15,29
28,30
15,21
11,14
9,15
6,5
6,6
5,9
13,10
4,10
24,25
3,3
4,4
1,1
2,4
4,11
2,5
1,5
0,0
0,2
0,0
1,1
1,0
0,1
1,7
2,4
3,1
2,5
2,5
1,1
7,11
4,5
5,4
0,0
3,8
2,8
2,6
4,2
1,4
1,3
2,7
1,4
10,21
2,16
0,6
0,3
0,1
0,0
0,2
1,4
1,2
0,1
1,5
0,9
6,5
3,10
14,15
18,30
4,12
17,39
6,4
36,18
40,33
38,22
31,19
31,30
29,25
38,23
5,4
11,10
10,11
12,12
7,8
10,8
11,6
8,8
13,9
5,13
6,8
14,7
6,14
2,3
15,20
0,1
14,18
0,4
5,5
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,1
0,0
0,0
0,0
0,1
0,2
0,1
0,0
0,0
0,1
0,1
0,0
0,0
1,0
1,0
1,0
0,0
0,2
1,0
0,1
1,7
4,20
2,9
1,10
0,0
0,0
1,0
0,0
0,1
0,2
0,0
0,0
0,0
2,5
1,1
0,0
0,4
0,0
0,1
0,4
2,7
0,0
0,0
0,1
0,2
2,3
0,1
1,5
5,6
3,17
2,8
0,1
1,2
0,5
1,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
0,0
0,2
0,0
0,0
0,0
0,0
0,0
0,2
2,12
1,4
0,0
0,0
0,1
0,5
0,3
1,1
0,0
1,6
0,3
0,3
0,1
0,1
0,0
0,2
1,3
0,0
2,6
1,6
1,8
0,3
1,1
0,0
0,1
4,1
1,2
0,2
0,1
0,1
0,2
0,2
0,1
0,0
0,0
2,4
0,0
1,12
0,4
0,2
0,1
0,11
0,8
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,1
0,0
0,0
9,30
5,3
15,25
3,4
3,4
1,2
1,7
4,11
2,8
3,3
4,13
0,4
0,9
0,3
0,2
2,4
2,3
6,5
3,10
3,3
3,12
1,2
3,9
2,0
0,3
4,8
0,4
0,14
0,2
0,1
5,5
3,4
1,4
4,11
0,0
0,5
1,3
0,0
0,1
